"Kod";"Nazwa";"mężczyźni;ogółem;2018;[-]";"mężczyźni;0;2018;[-]";"mężczyźni;1;2018;[-]";"mężczyźni;2;2018;[-]";"mężczyźni;3;2018;[-]";"mężczyźni;4;2018;[-]";"mężczyźni;5;2018;[-]";"mężczyźni;6;2018;[-]";"mężczyźni;7;2018;[-]";"mężczyźni;8;2018;[-]";"mężczyźni;9;2018;[-]";"mężczyźni;10;2018;[-]";"mężczyźni;11;2018;[-]";"mężczyźni;12;2018;[-]";"mężczyźni;13;2018;[-]";"mężczyźni;14;2018;[-]";"mężczyźni;15;2018;[-]";"mężczyźni;16;2018;[-]";"mężczyźni;17;2018;[-]";"mężczyźni;18;2018;[-]";"mężczyźni;19;2018;[-]";"mężczyźni;20;2018;[-]";"mężczyźni;21;2018;[-]";"mężczyźni;22;2018;[-]";"mężczyźni;23;2018;[-]";"mężczyźni;24;2018;[-]";"mężczyźni;25;2018;[-]";"mężczyźni;26;2018;[-]";"mężczyźni;27;2018;[-]";"mężczyźni;28;2018;[-]";"mężczyźni;29;2018;[-]";"mężczyźni;30;2018;[-]";"mężczyźni;31;2018;[-]";"mężczyźni;32;2018;[-]";"mężczyźni;33;2018;[-]";"mężczyźni;34;2018;[-]";"mężczyźni;35;2018;[-]";"mężczyźni;36;2018;[-]";"mężczyźni;37;2018;[-]";"mężczyźni;38;2018;[-]";"mężczyźni;39;2018;[-]";"mężczyźni;40;2018;[-]";"mężczyźni;41;2018;[-]";"mężczyźni;42;2018;[-]";"mężczyźni;43;2018;[-]";"mężczyźni;44;2018;[-]";"mężczyźni;45;2018;[-]";"mężczyźni;46;2018;[-]";"mężczyźni;47;2018;[-]";"mężczyźni;48;2018;[-]";"mężczyźni;49;2018;[-]";"mężczyźni;50;2018;[-]";"mężczyźni;51;2018;[-]";"mężczyźni;52;2018;[-]";"mężczyźni;53;2018;[-]";"mężczyźni;54;2018;[-]";"mężczyźni;55;2018;[-]";"mężczyźni;56;2018;[-]";"mężczyźni;57;2018;[-]";"mężczyźni;58;2018;[-]";"mężczyźni;59;2018;[-]";"mężczyźni;60;2018;[-]";"mężczyźni;61;2018;[-]";"mężczyźni;62;2018;[-]";"mężczyźni;63;2018;[-]";"mężczyźni;64;2018;[-]";"mężczyźni;65;2018;[-]";"mężczyźni;66;2018;[-]";"mężczyźni;67;2018;[-]";"mężczyźni;68;2018;[-]";"mężczyźni;69;2018;[-]";"mężczyźni;70;2018;[-]";"mężczyźni;71;2018;[-]";"mężczyźni;72;2018;[-]";"mężczyźni;73;2018;[-]";"mężczyźni;74;2018;[-]";"mężczyźni;75;2018;[-]";"mężczyźni;76;2018;[-]";"mężczyźni;77;2018;[-]";"mężczyźni;78;2018;[-]";"mężczyźni;79;2018;[-]";"mężczyźni;80;2018;[-]";"mężczyźni;81;2018;[-]";"mężczyźni;82;2018;[-]";"mężczyźni;83;2018;[-]";"mężczyźni;84;2018;[-]";"mężczyźni;85;2018;[-]";"mężczyźni;86;2018;[-]";"mężczyźni;87;2018;[-]";"mężczyźni;88;2018;[-]";"mężczyźni;89;2018;[-]";"mężczyźni;90;2018;[-]";"mężczyźni;91;2018;[-]";"mężczyźni;92;2018;[-]";"mężczyźni;93;2018;[-]";"mężczyźni;94;2018;[-]";"mężczyźni;95;2018;[-]";"mężczyźni;96;2018;[-]";"mężczyźni;97;2018;[-]";"mężczyźni;98;2018;[-]";"mężczyźni;99;2018;[-]";"mężczyźni;100;2018;[-]";"mężczyźni;101;2018;[-]";"mężczyźni;102;2018;[-]";"mężczyźni;103;2018;[-]";"mężczyźni;104;2018;[-]";"mężczyźni;105;2018;[-]";"mężczyźni;106;2018;[-]";"mężczyźni;107;2018;[-]";"mężczyźni;108;2018;[-]";"mężczyźni;109;2018;[-]";"mężczyźni;110 i więcej;2018;[-]";"kobiety;ogółem;2018;[-]";"kobiety;0;2018;[-]";"kobiety;1;2018;[-]";"kobiety;2;2018;[-]";"kobiety;3;2018;[-]";"kobiety;4;2018;[-]";"kobiety;5;2018;[-]";"kobiety;6;2018;[-]";"kobiety;7;2018;[-]";"kobiety;8;2018;[-]";"kobiety;9;2018;[-]";"kobiety;10;2018;[-]";"kobiety;11;2018;[-]";"kobiety;12;2018;[-]";"kobiety;13;2018;[-]";"kobiety;14;2018;[-]";"kobiety;15;2018;[-]";"kobiety;16;2018;[-]";"kobiety;17;2018;[-]";"kobiety;18;2018;[-]";"kobiety;19;2018;[-]";"kobiety;20;2018;[-]";"kobiety;21;2018;[-]";"kobiety;22;2018;[-]";"kobiety;23;2018;[-]";"kobiety;24;2018;[-]";"kobiety;25;2018;[-]";"kobiety;26;2018;[-]";"kobiety;27;2018;[-]";"kobiety;28;2018;[-]";"kobiety;29;2018;[-]";"kobiety;30;2018;[-]";"kobiety;31;2018;[-]";"kobiety;32;2018;[-]";"kobiety;33;2018;[-]";"kobiety;34;2018;[-]";"kobiety;35;2018;[-]";"kobiety;36;2018;[-]";"kobiety;37;2018;[-]";"kobiety;38;2018;[-]";"kobiety;39;2018;[-]";"kobiety;40;2018;[-]";"kobiety;41;2018;[-]";"kobiety;42;2018;[-]";"kobiety;43;2018;[-]";"kobiety;44;2018;[-]";"kobiety;45;2018;[-]";"kobiety;46;2018;[-]";"kobiety;47;2018;[-]";"kobiety;48;2018;[-]";"kobiety;49;2018;[-]";"kobiety;50;2018;[-]";"kobiety;51;2018;[-]";"kobiety;52;2018;[-]";"kobiety;53;2018;[-]";"kobiety;54;2018;[-]";"kobiety;55;2018;[-]";"kobiety;56;2018;[-]";"kobiety;57;2018;[-]";"kobiety;58;2018;[-]";"kobiety;59;2018;[-]";"kobiety;60;2018;[-]";"kobiety;61;2018;[-]";"kobiety;62;2018;[-]";"kobiety;63;2018;[-]";"kobiety;64;2018;[-]";"kobiety;65;2018;[-]";"kobiety;66;2018;[-]";"kobiety;67;2018;[-]";"kobiety;68;2018;[-]";"kobiety;69;2018;[-]";"kobiety;70;2018;[-]";"kobiety;71;2018;[-]";"kobiety;72;2018;[-]";"kobiety;73;2018;[-]";"kobiety;74;2018;[-]";"kobiety;75;2018;[-]";"kobiety;76;2018;[-]";"kobiety;77;2018;[-]";"kobiety;78;2018;[-]";"kobiety;79;2018;[-]";"kobiety;80;2018;[-]";"kobiety;81;2018;[-]";"kobiety;82;2018;[-]";"kobiety;83;2018;[-]";"kobiety;84;2018;[-]";"kobiety;85;2018;[-]";"kobiety;86;2018;[-]";"kobiety;87;2018;[-]";"kobiety;88;2018;[-]";"kobiety;89;2018;[-]";"kobiety;90;2018;[-]";"kobiety;91;2018;[-]";"kobiety;92;2018;[-]";"kobiety;93;2018;[-]";"kobiety;94;2018;[-]";"kobiety;95;2018;[-]";"kobiety;96;2018;[-]";"kobiety;97;2018;[-]";"kobiety;98;2018;[-]";"kobiety;99;2018;[-]";"kobiety;100;2018;[-]";"kobiety;101;2018;[-]";"kobiety;102;2018;[-]";"kobiety;103;2018;[-]";"kobiety;104;2018;[-]";"kobiety;105;2018;[-]";"kobiety;106;2018;[-]";"kobiety;107;2018;[-]";"kobiety;108;2018;[-]";"kobiety;109;2018;[-]";"kobiety;110 i więcej;2018;[-]";
3000000;"WIELKOPOLSKIE";18092;96;3;1;1;0;2;1;5;2;1;2;2;1;3;4;2;5;6;11;13;20;14;9;13;13;20;25;25;35;26;36;37;31;38;45;40;50;41;56;65;68;76;78;73;89;90;95;76;89;135;128;120;151;140;187;196;238;267;302;370;372;412;403;507;470;462;530;527;574;545;545;620;538;325;360;359;405;382;419;450;457;434;441;435;427;428;423;367;314;305;255;185;169;146;116;69;57;34;27;9;8;4;3;2;2;2;0;0;0;0;0;17029;62;4;2;0;0;1;1;0;2;2;3;2;1;5;1;3;3;2;4;5;4;6;4;7;3;8;3;6;6;6;12;16;14;10;16;12;12;12;14;10;21;24;21;28;33;36;36;43;45;52;49;53;65;64;85;104;110;124;153;180;182;218;224;217;250;258;304;320;315;306;345;409;356;240;258;254;316;315;395;496;483;513;543;566;609;664;716;707;671;656;565;533;484;427;363;309;216;145;114;56;20;31;15;18;9;4;2;1;1;0;0;
